"","Elapsed.Time..s.","Bin.1","Bin.2","Bin.3","Bin.4","Bin.5","Bin.6","Bin.7","Bin.8","Bin.9","Bin.10","Bin.11","Bin.12","Bin.13","Bin.14","Bin.15","Bin.16","Bin.17","Deadtime..s.","Temperature..C.","Humidity....","Ambient.Pressure..kPa.","Alarms","Errors","date"
"942",9420,3783,1734,751,292,135,127,41,29,16,2,0,0,0,0,0,0,0,0.057196,36.325,0,100.597,NA,NA,2019-09-05 10:07:43
"943",9430,3769,1837,749,292,122,92,47,33,11,0,1,0,0,0,0,0,0,0.057392,36.349,0,100.593,NA,NA,2019-09-05 10:07:53
"944",9440,3631,1796,790,287,128,127,41,25,32,1,0,0,0,0,0,0,0,0.057737,36.353,0,100.597,NA,NA,2019-09-05 10:08:03
"945",9450,3645,1857,808,281,129,112,49,37,21,3,0,0,0,0,0,0,0,0.057718,36.353,0,100.6,NA,NA,2019-09-05 10:08:13
"946",9460,3588,1776,736,277,118,111,56,31,21,1,0,0,0,0,0,0,0,0.055989,36.353,0,100.593,NA,NA,2019-09-05 10:08:23
"947",9470,3581,1770,702,305,137,130,50,33,23,0,1,0,0,0,0,0,0,0.056247,36.353,0,100.6,NA,NA,2019-09-05 10:08:33
"948",9480,3567,1742,745,315,134,129,48,32,22,1,0,0,0,0,0,0,0,0.055971,36.353,0,100.603,NA,NA,2019-09-05 10:08:43
"949",9490,3548,1806,740,314,139,123,43,26,14,4,0,0,0,0,0,0,0,0.056731,36.353,0,100.593,NA,NA,2019-09-05 10:08:53
"950",9500,3527,1728,750,276,149,109,37,35,23,1,0,0,0,0,0,0,0,0.055359,36.353,0,100.597,NA,NA,2019-09-05 10:09:03
"951",9510,3477,1794,745,306,118,118,46,29,15,2,0,0,0,0,0,0,0,0.055628,36.353,0,100.597,NA,NA,2019-09-05 10:09:13
"952",9520,3525,1757,747,287,140,123,44,30,19,2,1,0,0,0,0,0,0,0.055776,36.353,0,100.606,NA,NA,2019-09-05 10:09:23
"953",9530,3366,1693,764,286,132,137,45,33,19,0,0,0,0,0,0,0,0,0.054649,36.359,0,100.597,NA,NA,2019-09-05 10:09:33
"954",9540,3446,1758,745,298,159,120,44,37,11,1,0,0,0,0,0,0,0,0.055737,36.363,0,100.593,NA,NA,2019-09-05 10:09:43
"955",9550,3351,1742,752,286,125,133,46,28,19,1,0,0,0,0,0,0,0,0.054463,36.367,0,100.609,NA,NA,2019-09-05 10:09:53
"956",9560,3462,1674,703,297,104,151,34,32,12,3,0,0,0,0,0,0,0,0.054238,36.373,0,100.597,NA,NA,2019-09-05 10:10:03
"957",9570,3410,1696,746,303,141,139,55,36,21,2,0,0,0,0,0,0,0,0.055057,36.373,0,100.593,NA,NA,2019-09-05 10:10:13
"958",9580,3404,1715,755,309,119,119,48,40,21,3,1,0,0,0,0,0,0,0.054581,36.373,0,100.6,NA,NA,2019-09-05 10:10:23
"959",9590,3297,1702,740,288,114,128,50,25,17,3,0,0,0,0,0,0,0,0.053356,36.373,0,100.597,NA,NA,2019-09-05 10:10:33
"960",9600,3339,1673,770,313,147,123,44,31,29,4,0,0,0,0,0,0,0,0.054917,36.373,0,100.6,NA,NA,2019-09-05 10:10:43
"961",9610,3348,1722,800,312,131,133,46,22,19,0,0,0,0,0,0,0,0,0.055043,36.373,0,100.593,NA,NA,2019-09-05 10:10:53
"962",9620,1845,933,433,180,88,70,26,18,4,1,0,0,0,0,0,0,0,0.0304,36.373,0,100.597,NA,NA,2019-09-05 10:11:03
"963",9630,901,402,190,102,24,41,15,8,1,0,0,0,0,0,0,0,0,0.01418,36.373,0,100.593,NA,NA,2019-09-05 10:11:13
"964",9640,442,244,111,32,16,12,7,5,1,0,0,0,0,0,0,0,0,0.007369,36.373,0,100.606,NA,NA,2019-09-05 10:11:23
"965",9650,245,130,41,18,10,10,6,1,0,0,0,0,0,0,0,0,0,0.003773,36.373,0,100.6,NA,NA,2019-09-05 10:11:33
"966",9660,153,73,53,11,10,7,4,1,2,0,0,0,0,0,0,0,0,0.002695,36.373,0,100.606,NA,NA,2019-09-05 10:11:43
"967",9670,97,33,38,15,3,2,1,0,0,0,0,0,0,0,0,0,0,0.001597,36.373,0,100.597,NA,NA,2019-09-05 10:11:53
"968",9680,44,33,15,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0.000881,36.376,0,100.597,NA,NA,2019-09-05 10:12:03
"969",9690,39,18,12,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0.00066,36.392,0,100.606,NA,NA,2019-09-05 10:12:13
"970",9700,46,18,10,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0.000692,36.392,0,100.597,NA,NA,2019-09-05 10:12:23
"971",9710,34,17,15,9,2,1,4,2,1,1,0,0,0,0,0,0,0,0.000811,36.4,0,100.606,NA,NA,2019-09-05 10:12:33
"972",9720,22,17,9,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0.000494,36.412,0,100.609,NA,NA,2019-09-05 10:12:43
"973",9730,34,16,6,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0.000498,36.408,0,100.6,NA,NA,2019-09-05 10:12:53
"974",9740,26,20,14,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.000571,36.412,0,100.6,NA,NA,2019-09-05 10:13:03
"975",9750,36,23,11,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0.00067,36.412,0,100.606,NA,NA,2019-09-05 10:13:13
"976",9760,32,27,18,5,2,2,1,0,1,0,0,0,0,0,0,0,0,0.000765,36.412,0,100.606,NA,NA,2019-09-05 10:13:23
"977",9770,38,33,20,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0.000954,36.412,0,100.6,NA,NA,2019-09-05 10:13:33
"978",9780,61,39,29,17,8,6,0,0,0,0,0,0,0,0,0,0,0,0.001407,36.412,0,100.6,NA,NA,2019-09-05 10:13:43
"979",9790,93,66,36,19,8,10,4,3,1,0,0,0,0,0,0,0,0,0.002107,36.412,0,100.6,NA,NA,2019-09-05 10:13:53
"980",9800,134,70,49,20,13,7,3,2,3,0,0,0,0,0,0,0,0,0.00264,36.412,0,100.597,NA,NA,2019-09-05 10:14:03
"981",9810,153,83,55,22,7,8,1,1,1,0,0,0,0,0,0,0,0,0.002866,36.412,0,100.593,NA,NA,2019-09-05 10:14:13
"982",9820,166,85,65,23,15,9,6,4,1,0,0,0,0,0,0,0,0,0.003186,36.416,0,100.6,NA,NA,2019-09-05 10:14:23
"983",9830,166,127,65,36,12,14,8,3,1,0,0,0,0,0,0,0,0,0.003909,36.425,0,100.6,NA,NA,2019-09-05 10:14:33
"984",9840,212,132,81,41,15,6,2,1,2,0,0,0,0,0,0,0,0,0.00437,36.431,0,100.603,NA,NA,2019-09-05 10:14:43
"985",9850,234,127,81,40,13,21,10,6,0,0,0,0,0,0,0,0,0,0.004726,36.431,0,100.6,NA,NA,2019-09-05 10:14:53
"986",9860,258,142,80,36,20,18,6,1,1,0,0,0,0,0,0,0,0,0.004913,36.431,0,100.6,NA,NA,2019-09-05 10:15:03
"987",9870,271,152,105,57,24,18,11,5,1,1,0,0,0,0,0,0,0,0.00578,36.431,0,100.597,NA,NA,2019-09-05 10:15:13
"988",9880,369,209,114,58,22,22,13,5,2,1,0,0,0,0,0,0,0,0.007025,36.431,0,100.606,NA,NA,2019-09-05 10:15:23
"989",9890,363,233,136,69,26,29,10,8,8,0,0,0,0,0,0,0,0,0.007891,36.435,0,100.612,NA,NA,2019-09-05 10:15:33
"990",9900,436,242,143,76,37,29,9,12,11,0,0,0,0,0,0,0,0,0.008844,36.459,0,100.609,NA,NA,2019-09-05 10:15:43
"991",9910,472,284,195,88,40,41,17,5,3,0,0,0,0,0,0,0,0,0.010263,36.459,0,100.6,NA,NA,2019-09-05 10:15:53
"992",9920,519,306,193,88,50,36,16,9,9,1,0,0,0,0,0,0,0,0.011024,36.471,0,100.606,NA,NA,2019-09-05 10:16:03
"993",9930,616,373,239,116,33,34,17,8,9,0,0,0,0,0,0,0,0,0.012903,36.471,0,100.603,NA,NA,2019-09-05 10:16:13
"994",9940,655,396,245,106,55,54,26,9,4,1,1,0,0,0,0,0,0,0.014126,36.471,0,100.606,NA,NA,2019-09-05 10:16:23
"995",9950,730,414,253,123,54,50,18,15,4,1,0,0,1,0,0,0,0,0.01486,36.471,0,100.6,NA,NA,2019-09-05 10:16:33
"996",9960,798,455,277,125,60,52,15,16,11,0,0,0,0,0,0,0,0,0.015961,36.471,0,100.603,NA,NA,2019-09-05 10:16:43
"997",9970,776,507,305,149,67,69,25,10,12,2,0,0,0,0,0,0,0,0.017664,36.471,0,100.615,NA,NA,2019-09-05 10:16:53
"998",9980,857,521,308,154,76,72,23,9,8,0,0,0,0,0,0,0,0,0.018297,36.473,0,100.609,NA,NA,2019-09-05 10:17:03
"999",9990,938,576,351,135,58,59,21,11,9,0,0,0,0,0,0,0,0,0.0191,36.473,0,100.615,NA,NA,2019-09-05 10:17:13
"1000",10000,937,563,329,167,93,72,28,16,9,1,0,0,0,0,0,0,0,0.020115,36.476,0,100.609,NA,NA,2019-09-05 10:17:23
"1001",10010,1001,607,439,172,86,70,36,19,13,1,0,0,0,0,0,0,0,0.022157,36.49,0,100.612,NA,NA,2019-09-05 10:17:33
"1002",10020,1070,666,398,177,63,84,43,12,5,0,0,0,0,0,0,0,0,0.022457,36.49,0,100.615,NA,NA,2019-09-05 10:17:43
"1003",10030,1030,699,426,203,91,106,27,20,9,1,0,0,0,0,0,0,0,0.023868,36.49,0,100.618,NA,NA,2019-09-05 10:17:53
"1004",10040,1155,751,412,185,95,96,24,28,14,1,0,0,0,0,0,0,0,0.024973,36.49,0,100.615,NA,NA,2019-09-05 10:18:03
"1005",10050,1303,787,479,240,100,104,44,33,23,4,3,0,0,0,0,0,0,0.028237,36.49,0,100.622,NA,NA,2019-09-05 10:18:13
"1006",10060,2599,1612,1115,511,270,343,177,184,166,84,52,24,9,7,0,0,0,0.068917,36.49,0,100.622,NA,NA,2019-09-05 10:18:23
"1007",10070,3428,2177,1362,730,380,476,258,252,269,135,56,33,14,10,1,0,0,0.093871,36.49,0,100.622,NA,NA,2019-09-05 10:18:33
"1008",10080,3674,2354,1598,764,398,501,263,278,273,112,63,50,20,10,2,1,0,0.100553,36.49,0,100.622,NA,NA,2019-09-05 10:18:43
"1009",10090,2695,1664,1099,557,279,323,209,162,201,65,46,31,9,2,0,0,0,0.070834,36.498,0,100.615,NA,NA,2019-09-05 10:18:53
"1010",10100,1222,757,443,245,116,139,64,64,73,40,16,7,6,1,0,0,0,0.030422,36.506,0,100.618,NA,NA,2019-09-05 10:19:03
"1011",10110,801,523,353,154,93,91,51,31,54,19,10,3,1,0,0,0,0,0.020573,36.518,0,100.628,NA,NA,2019-09-05 10:19:13
"1012",10120,884,590,386,183,97,100,58,59,55,20,8,3,2,1,0,0,0,0.023125,36.525,0,100.622,NA,NA,2019-09-05 10:19:23
"1013",10130,881,561,376,170,89,81,51,35,60,18,8,2,3,1,0,0,0,0.022171,36.529,0,100.622,NA,NA,2019-09-05 10:19:33
"1014",10140,1426,911,556,286,129,161,94,87,71,35,15,13,6,1,0,0,0,0.035653,36.529,0,100.606,NA,NA,2019-09-05 10:19:43
"1015",10150,4762,3102,2109,1016,535,606,372,334,295,153,76,48,30,5,4,1,0,0.130351,36.529,0,100.609,NA,NA,2019-09-05 10:19:53
"1016",10160,6632,4465,2940,1494,742,856,464,468,477,189,102,46,33,12,4,0,0,0.185056,36.529,0,100.603,NA,NA,2019-09-05 10:20:03
"1017",10170,6789,4494,2981,1421,801,922,500,454,441,196,93,72,20,12,3,0,0,0.187263,36.529,0,100.603,NA,NA,2019-09-05 10:20:13
"1018",10180,4887,3324,2142,1025,555,628,338,296,317,155,64,43,20,10,1,1,0,0.134373,36.529,0,100.609,NA,NA,2019-09-05 10:20:23
"1019",10190,2244,1458,964,507,236,262,135,123,108,53,20,14,12,0,0,0,0,0.058847,36.529,0,100.612,NA,NA,2019-09-05 10:20:33
"1020",10200,1446,826,601,264,130,161,79,65,66,20,8,6,2,2,0,0,0,0.03452,36.529,0,100.612,NA,NA,2019-09-05 10:20:43
"1021",10210,1330,941,568,277,126,171,65,80,84,27,15,7,2,0,0,0,0,0.034923,36.529,0,100.618,NA,NA,2019-09-05 10:20:53
"1022",10220,1366,902,599,264,139,143,64,76,61,26,9,6,5,1,0,0,0,0.034158,36.531,0,100.606,NA,NA,2019-09-05 10:21:03
"1023",10230,1441,873,603,320,150,164,76,55,71,26,9,6,3,1,0,0,0,0.035706,36.533,0,100.618,NA,NA,2019-09-05 10:21:13
"1024",10240,2668,1695,1152,633,319,402,211,222,247,92,44,40,21,7,0,1,0,0.076196,36.541,0,100.615,NA,NA,2019-09-05 10:21:23
"1025",10250,4276,2971,2060,1040,564,710,392,409,438,173,110,58,33,17,5,1,0,0.133147,36.545,0,100.6,NA,NA,2019-09-05 10:21:33
"1026",10260,4784,3317,2221,1107,675,744,445,406,425,159,82,58,31,16,6,0,0,0.143983,36.549,0,100.609,NA,NA,2019-09-05 10:21:43
"1027",10270,4953,3260,2269,1127,640,768,430,400,442,167,106,59,30,15,2,1,0,0.144971,36.549,0,100.612,NA,NA,2019-09-05 10:21:53
"1028",10280,4023,2678,1845,965,518,599,359,337,332,141,73,42,11,9,2,3,0,0.118424,36.549,0,100.612,NA,NA,2019-09-05 10:22:03
"1029",10290,1913,1210,814,441,207,244,136,151,137,66,21,10,10,4,0,0,0,0.051992,36.549,0,100.609,NA,NA,2019-09-05 10:22:13
"1030",10300,1339,840,609,303,130,178,93,91,81,28,23,11,5,2,0,0,0,0.036027,36.549,0,100.615,NA,NA,2019-09-05 10:22:23
"1031",10310,1303,887,555,265,180,182,87,93,94,40,16,10,5,2,0,0,0,0.035726,36.549,0,100.609,NA,NA,2019-09-05 10:22:33
"1032",10320,1440,984,623,286,176,162,116,97,120,40,12,16,5,3,0,1,0,0.039409,36.549,0,100.606,NA,NA,2019-09-05 10:22:43
"1033",10330,2675,1874,1264,683,416,463,296,271,302,135,73,28,15,7,2,0,0,0.085279,36.549,0,100.606,NA,NA,2019-09-05 10:22:53
"1034",10340,3804,2560,1928,906,567,717,380,375,418,177,79,45,17,8,3,0,0,0.120027,36.549,0,100.603,NA,NA,2019-09-05 10:23:03
"1035",10350,4277,2899,1985,1026,584,735,429,410,447,157,92,58,21,5,0,1,0,0.130821,36.561,0,100.6,NA,NA,2019-09-05 10:23:13
"1036",10360,3272,2232,1625,815,396,513,296,290,298,122,61,36,9,7,1,1,0,0.099454,36.569,0,100.603,NA,NA,2019-09-05 10:23:23
"1037",10370,1556,990,679,337,173,218,139,108,137,50,23,19,7,3,1,0,0,0.043435,36.584,0,100.606,NA,NA,2019-09-05 10:23:33
"1038",10380,870,573,398,207,87,119,68,78,54,21,8,9,3,2,1,0,0,0.024214,36.588,0,100.615,NA,NA,2019-09-05 10:23:43
"1039",10390,818,555,377,181,89,122,62,56,62,27,11,7,1,0,0,0,0,0.022708,36.588,0,100.615,NA,NA,2019-09-05 10:23:53
"1040",10400,847,573,394,204,85,111,56,47,66,29,14,7,1,0,0,0,0,0.023451,36.588,0,100.609,NA,NA,2019-09-05 10:24:03
"1041",10410,1031,670,453,205,108,125,67,62,58,28,11,5,1,0,1,1,0,0.026903,36.588,0,100.622,NA,NA,2019-09-05 10:24:13
"1042",10420,2506,1654,1173,589,293,343,188,197,198,65,31,23,15,8,2,0,0,0.070847,36.588,0,100.615,NA,NA,2019-09-05 10:24:23
"1043",10430,3867,2562,1696,896,422,542,314,294,289,125,62,33,11,8,2,0,0,0.108559,36.588,0,100.612,NA,NA,2019-09-05 10:24:33
"1044",10440,4042,2619,1743,975,487,541,339,296,313,116,60,18,18,7,7,0,0,0.112963,36.588,0,100.609,NA,NA,2019-09-05 10:24:43
"1045",10450,3809,2404,1639,855,472,520,272,270,265,95,35,28,13,5,3,0,0,0.104029,36.588,0,100.603,NA,NA,2019-09-05 10:24:53
"1046",10460,1838,1176,780,364,176,244,89,108,107,41,21,12,4,3,0,0,0,0.047518,36.588,0,100.618,NA,NA,2019-09-05 10:25:03
"1047",10470,1040,691,455,206,105,133,63,60,53,23,10,7,5,1,1,0,0,0.027263,36.592,0,100.622,NA,NA,2019-09-05 10:25:13
"1048",10480,1049,669,438,199,95,114,54,53,51,18,6,3,2,0,1,0,0,0.025852,36.608,0,100.618,NA,NA,2019-09-05 10:25:23
"1049",10490,1046,683,449,221,103,109,58,53,63,20,10,0,4,0,1,0,0,0.026497,36.608,0,100.612,NA,NA,2019-09-05 10:25:33
"1050",10500,1274,859,537,277,135,152,75,57,64,25,12,4,0,3,1,0,0,0.033101,36.627,0,100.622,NA,NA,2019-09-05 10:25:43
"1051",10510,4980,3214,1977,880,440,472,276,277,291,106,62,39,14,13,5,1,0,0.123485,36.627,0,100.618,NA,NA,2019-09-05 10:25:53
"1052",10520,7837,4727,2912,1391,643,780,396,383,409,163,83,49,24,10,4,1,0,0.187093,36.627,0,100.622,NA,NA,2019-09-05 10:26:03
"1053",10530,8129,5140,3065,1416,705,748,419,361,420,172,94,50,28,13,4,0,0,0.196541,36.627,0,100.622,NA,NA,2019-09-05 10:26:13
"1054",10540,7922,5098,3322,1404,674,749,403,375,344,149,104,42,23,14,6,1,0,0.195781,36.627,0,100.622,NA,NA,2019-09-05 10:26:23
"1055",10550,4376,2708,1716,764,361,397,174,176,194,81,47,22,14,2,1,0,0,0.103562,36.627,0,100.622,NA,NA,2019-09-05 10:26:33
"1056",10560,2220,1405,844,337,175,163,71,93,79,21,16,13,5,1,0,0,0,0.050192,36.627,0,100.622,NA,NA,2019-09-05 10:26:43
"1057",10570,1194,703,423,181,82,93,50,36,38,15,11,0,4,0,0,0,0,0.025745,36.627,0,100.622,NA,NA,2019-09-05 10:26:53
"1058",10580,635,389,259,99,43,45,25,28,22,7,2,0,0,1,0,0,0,0.014201,36.627,0,100.622,NA,NA,2019-09-05 10:27:03
"1059",10590,384,274,141,47,19,37,12,9,9,4,2,0,0,0,0,0,0,0.008562,36.627,0,100.618,NA,NA,2019-09-05 10:27:13
"1060",10600,284,180,117,44,23,23,13,7,8,4,0,0,0,0,0,0,0,0.006348,36.627,0,100.622,NA,NA,2019-09-05 10:27:23
"1061",10610,345,208,130,41,25,21,15,11,5,2,1,1,2,0,0,0,0,0.007072,36.631,0,100.618,NA,NA,2019-09-05 10:27:33
"1062",10620,456,239,189,82,35,31,14,12,11,5,0,0,1,0,0,0,0,0.009701,36.641,0,100.625,NA,NA,2019-09-05 10:27:43
"1063",10630,1313,774,505,237,106,135,50,55,60,19,14,5,1,3,2,0,0,0.030344,36.645,0,100.625,NA,NA,2019-09-05 10:27:53
"1064",10640,2840,1743,1055,483,236,282,120,115,133,44,16,10,7,2,0,1,0,0.065754,36.645,0,100.622,NA,NA,2019-09-05 10:28:03
"1065",10650,3296,2048,1240,575,288,296,164,149,140,42,17,6,2,2,0,0,0,0.076511,36.647,0,100.622,NA,NA,2019-09-05 10:28:13
"1066",10660,3617,2158,1351,628,288,360,166,125,135,50,22,8,2,3,0,0,0,0.082428,36.647,0,100.622,NA,NA,2019-09-05 10:28:23
"1067",10670,4334,2654,1551,751,376,394,213,203,156,39,21,13,5,2,1,0,0,0.099358,36.647,0,100.622,NA,NA,2019-09-05 10:28:33
"1068",10680,5416,3307,2023,1016,472,487,260,229,203,62,22,13,6,5,1,0,0,0.12571,36.647,0,100.622,NA,NA,2019-09-05 10:28:43
"1069",10690,5859,3532,2219,1038,475,505,222,217,194,65,22,12,9,3,2,0,0,0.133175,36.647,0,100.631,NA,NA,2019-09-05 10:28:53
"1070",10700,6020,3745,2309,1079,553,531,279,233,211,47,23,10,3,3,1,0,0,0.139431,36.647,0,100.625,NA,NA,2019-09-05 10:29:03
"1071",10710,6385,3930,2403,1103,492,555,264,220,183,64,34,8,5,2,0,0,0,0.144892,36.647,0,100.628,NA,NA,2019-09-05 10:29:13
"1072",10720,6325,3865,2406,1173,564,590,275,228,198,62,32,13,7,0,0,0,0,0.146755,36.651,0,100.631,NA,NA,2019-09-05 10:29:23
"1073",10730,6280,4032,2389,1138,537,597,273,226,181,59,23,11,6,4,1,0,0,0.145554,36.659,0,100.628,NA,NA,2019-09-05 10:29:33
"1074",10740,6393,3937,2469,1112,541,590,276,217,194,46,16,8,5,1,1,0,0,0.146329,36.671,0,100.628,NA,NA,2019-09-05 10:29:43
"1075",10750,6473,3939,2399,1131,549,551,251,225,177,61,25,15,6,3,0,0,1,0.145955,36.686,0,100.622,NA,NA,2019-09-05 10:29:53
"1076",10760,6519,3929,2545,1106,579,549,265,205,196,64,16,20,5,2,2,0,0,0.148074,36.686,0,100.628,NA,NA,2019-09-05 10:30:03
"1077",10770,6572,4068,2480,1104,602,536,276,223,175,56,30,11,2,0,0,0,0,0.148475,36.686,0,100.622,NA,NA,2019-09-05 10:30:13
"1078",10780,6533,3974,2522,1201,589,602,257,239,190,66,20,6,5,1,0,0,0,0.150558,36.686,0,100.618,NA,NA,2019-09-05 10:30:23
"1079",10790,6580,4150,2531,1160,612,594,260,215,160,50,21,5,2,0,0,0,0,0.150786,36.686,0,100.625,NA,NA,2019-09-05 10:30:33
"1080",10800,6594,4035,2537,1210,576,579,264,214,171,45,19,18,5,3,0,0,0,0.150417,36.686,0,100.622,NA,NA,2019-09-05 10:30:43
"1081",10810,6625,4122,2571,1166,566,575,283,235,188,46,23,11,2,0,0,0,0,0.151804,36.686,0,100.622,NA,NA,2019-09-05 10:30:53
"1082",10820,6678,4059,2592,1262,500,609,289,234,168,41,12,12,7,0,0,0,0,0.152324,36.686,0,100.622,NA,NA,2019-09-05 10:31:03
"1083",10830,6651,4224,2591,1161,559,607,239,189,169,51,24,4,2,0,0,1,0,0.151462,36.686,0,100.622,NA,NA,2019-09-05 10:31:13
"1084",10840,6778,4186,2659,1250,601,615,263,228,190,59,27,7,3,1,0,0,0,0.157022,36.696,0,100.622,NA,NA,2019-09-05 10:31:23
"1085",10850,6686,4357,2761,1195,593,617,257,224,190,35,14,5,4,0,1,0,0,0.157666,36.7,0,100.622,NA,NA,2019-09-05 10:31:33
"1086",10860,6918,4300,2724,1283,596,632,298,215,194,59,8,6,1,1,0,0,0,0.159722,36.704,0,100.622,NA,NA,2019-09-05 10:31:43
"1087",10870,7073,4385,2804,1266,616,612,279,234,210,41,12,18,1,2,0,0,0,0.162582,36.706,0,100.618,NA,NA,2019-09-05 10:31:53
"1088",10880,7147,4541,2674,1266,606,611,266,222,190,41,12,10,4,0,0,0,0,0.162322,36.706,0,100.622,NA,NA,2019-09-05 10:32:03
"1089",10890,5617,3427,2149,950,458,476,196,168,149,29,13,1,4,2,0,0,0,0.125987,36.706,0,100.622,NA,NA,2019-09-05 10:32:13
"1090",10900,2716,1669,986,463,227,229,95,62,59,6,7,3,1,1,0,0,0,0.059387,36.706,0,100.622,NA,NA,2019-09-05 10:32:23
"1091",10910,2587,1563,982,426,207,206,89,78,53,12,4,1,0,1,0,0,0,0.05702,36.706,0,100.622,NA,NA,2019-09-05 10:32:33
"1092",10920,2681,1554,990,452,212,218,97,75,63,24,2,3,0,1,0,0,0,0.05776,36.706,0,100.625,NA,NA,2019-09-05 10:32:43
"1093",10930,2582,1654,992,465,251,214,110,83,46,13,6,1,1,0,0,0,0,0.058752,36.706,0,100.622,NA,NA,2019-09-05 10:32:53
"1094",10940,2642,1594,1025,412,245,209,94,77,36,9,2,2,1,0,0,0,0,0.057921,36.706,0,100.622,NA,NA,2019-09-05 10:33:03
"1095",10950,2669,1695,1077,438,230,194,90,77,65,10,7,0,1,0,1,0,0,0.059653,36.706,0,100.622,NA,NA,2019-09-05 10:33:13
"1096",10960,2841,1712,1022,479,236,206,79,90,57,10,4,0,1,0,0,0,0,0.061355,36.706,0,100.628,NA,NA,2019-09-05 10:33:23
"1097",10970,2955,1810,1139,507,242,235,111,71,46,14,4,2,0,0,0,0,0,0.064951,36.722,0,100.634,NA,NA,2019-09-05 10:33:33
"1098",10980,2984,1883,1154,539,240,219,103,66,59,13,2,0,1,0,0,0,0,0.066407,36.729,0,100.625,NA,NA,2019-09-05 10:33:43
"1099",10990,2412,1473,871,436,219,196,93,70,46,7,2,0,0,0,0,0,0,0.052956,36.745,0,100.628,NA,NA,2019-09-05 10:33:53
"1100",11000,2206,1374,796,423,169,181,63,51,41,9,0,0,0,0,0,0,0,0.048333,36.741,0,100.631,NA,NA,2019-09-05 10:34:03
"1101",11010,2146,1358,815,357,169,176,79,55,27,12,2,0,0,0,0,0,0,0.047149,36.745,0,100.625,NA,NA,2019-09-05 10:34:13
"1102",11020,2151,1366,893,373,165,192,79,48,46,8,1,0,1,0,0,0,0,0.048389,36.745,0,100.631,NA,NA,2019-09-05 10:34:23
"1103",11030,2260,1361,824,396,168,180,80,64,42,8,1,1,0,0,0,0,0,0.048527,36.745,0,100.628,NA,NA,2019-09-05 10:34:33
"1104",11040,2152,1447,875,388,176,165,79,53,37,11,3,1,0,0,0,0,0,0.049597,36.745,0,100.634,NA,NA,2019-09-05 10:34:43
"1105",11050,1619,1042,605,276,130,116,53,31,19,4,1,1,0,0,0,0,0,0.03527,36.745,0,100.634,NA,NA,2019-09-05 10:34:53
"1106",11060,1662,1084,649,278,119,151,61,38,25,6,1,0,0,0,0,0,0,0.036913,36.745,0,100.637,NA,NA,2019-09-05 10:35:03
"1107",11070,1708,1107,673,297,113,133,58,49,29,2,0,1,0,0,0,0,0,0.037886,36.749,0,100.634,NA,NA,2019-09-05 10:35:13
"1108",11080,1674,1092,627,288,131,131,57,41,24,4,1,0,0,0,0,0,0,0.037015,36.753,0,100.637,NA,NA,2019-09-05 10:35:23
"1109",11090,1780,1094,703,305,135,124,46,61,23,7,0,0,1,0,0,0,0,0.038694,36.759,0,100.637,NA,NA,2019-09-05 10:35:33
"1110",11100,1782,1099,739,341,167,129,50,59,32,6,2,0,0,0,0,0,0,0.040332,36.765,0,100.637,NA,NA,2019-09-05 10:35:43
"1111",11110,1844,1085,682,321,137,170,68,33,27,5,2,0,0,0,0,0,0,0.0399,36.765,0,100.634,NA,NA,2019-09-05 10:35:53
"1112",11120,1374,864,526,225,115,104,55,26,20,8,2,0,0,0,0,0,0,0.029923,36.765,0,100.646,NA,NA,2019-09-05 10:36:03
"1113",11130,599,418,259,126,55,43,27,19,9,4,0,0,0,0,0,0,0,0.014204,36.765,0,100.64,NA,NA,2019-09-05 10:36:13
"1114",11140,583,380,230,93,40,39,24,18,4,1,0,0,0,0,0,0,0,0.012628,36.765,0,100.646,NA,NA,2019-09-05 10:36:23
"1115",11150,685,406,238,114,47,56,24,19,8,0,0,1,0,0,0,0,0,0.014266,36.765,0,100.64,NA,NA,2019-09-05 10:36:33
"1116",11160,688,385,283,122,45,44,24,20,12,4,0,0,0,0,0,0,0,0.01454,36.765,0,100.643,NA,NA,2019-09-05 10:36:43
"1117",11170,737,446,260,124,54,59,17,10,13,0,1,2,0,0,0,0,0,0.01556,36.765,0,100.637,NA,NA,2019-09-05 10:36:53
"1118",11180,1851,886,408,150,52,45,19,13,8,2,0,0,0,0,0,0,0,0.028302,36.773,0,100.64,NA,NA,2019-09-05 10:37:03
"1119",11190,2985,1476,548,191,69,63,35,19,14,3,2,0,0,0,0,0,0,0.043904,36.776,0,100.637,NA,NA,2019-09-05 10:37:13
"1120",11200,3953,1987,717,233,72,67,35,14,10,1,0,0,0,0,0,0,0,0.057477,36.773,0,100.646,NA,NA,2019-09-05 10:37:23
"1121",11210,4311,2253,859,230,98,76,27,27,13,2,0,0,0,0,0,0,0,0.064295,36.804,0,100.643,NA,NA,2019-09-05 10:37:33
