"","date.1.","time.1.","rel.time.1.","N.1.","dp_av.1.","P.1.","S_al.1.","S_tb.1.","S_ha.1.","M_al.1.","M_tb.1.","M_ha.1.","date"
"820","Sep 2019","10:52:58",8482,14784,58,2.46,40.06,8.1,5.11,0.47,0.09,0.05,2019-09-05 09:52:58
"821","Sep 2019","10:53:08",8492,14784,58,2.46,40.06,8.1,5.11,0.47,0.09,0.05,2019-09-05 09:53:08
"822","Sep 2019","10:53:18",8502,15020,58,2.48,40.7,8.23,5.2,0.47,0.09,0.05,2019-09-05 09:53:18
"823","Sep 2019","10:53:28",8512,14583,59,2.48,40.7,8.23,5.2,0.48,0.09,0.05,2019-09-05 09:53:28
"824","Sep 2019","10:53:48",8532,4197,59,1.39,11.71,2.37,1.5,0.14,0.03,0.01,2019-09-05 09:53:48
"825","Sep 2019","10:53:58",8542,4074,61,1.39,11.71,2.37,1.5,0.14,0.03,0.01,2019-09-05 09:53:58
"826","Sep 2019","10:54:08",8552,4776,63,1.56,14.14,2.86,1.81,0.18,0.03,0.02,2019-09-05 09:54:08
"827","Sep 2019","10:54:18",8562,4919,61,1.56,14.14,2.86,1.81,0.17,0.03,0.02,2019-09-05 09:54:18
"828","Sep 2019","10:54:28",8572,4312,63,1.47,12.77,2.58,1.63,0.16,0.03,0.02,2019-09-05 09:54:28
"829","Sep 2019","10:54:38",8582,4186,65,1.47,12.77,2.58,1.63,0.16,0.03,0.02,2019-09-05 09:54:38
"830","Sep 2019","10:54:48",8592,3871,67,1.43,12.16,2.46,1.55,0.16,0.03,0.02,2019-09-05 09:54:48
"831","Sep 2019","10:54:58",8602,3910,66,1.43,12.16,2.46,1.55,0.16,0.03,0.02,2019-09-05 09:54:58
"832","Sep 2019","10:55:08",8612,3746,68,1.41,12,2.43,1.53,0.16,0.03,0.02,2019-09-05 09:55:08
"833","Sep 2019","10:55:18",8622,3637,70,1.41,12,2.43,1.53,0.16,0.03,0.02,2019-09-05 09:55:18
"834","Sep 2019","10:55:28",8632,3456,72,1.4,11.75,2.37,1.5,0.16,0.03,0.02,2019-09-05 09:55:28
"835","Sep 2019","10:55:38",8642,3560,70,1.4,11.75,2.37,1.5,0.16,0.03,0.02,2019-09-05 09:55:38
"836","Sep 2019","10:55:49",8653,4060,68,1.48,13.01,2.63,1.66,0.17,0.03,0.02,2019-09-05 09:55:49
"837","Sep 2019","10:55:59",8663,4182,66,1.48,13.01,2.63,1.66,0.17,0.03,0.02,2019-09-05 09:55:59
"838","Sep 2019","10:56:09",8673,4070,64,1.43,12.29,2.48,1.57,0.15,0.03,0.02,2019-09-05 09:56:09
"839","Sep 2019","10:56:19",8683,3951,66,1.43,12.29,2.48,1.57,0.16,0.03,0.02,2019-09-05 09:56:19
"840","Sep 2019","10:56:29",8693,4100,68,1.49,13.14,2.66,1.68,0.17,0.03,0.02,2019-09-05 09:56:29
"841","Sep 2019","10:56:39",8703,4223,66,1.49,13.14,2.66,1.68,0.17,0.03,0.02,2019-09-05 09:56:39
"842","Sep 2019","10:56:49",8713,3612,68,1.38,11.57,2.34,1.48,0.15,0.03,0.02,2019-09-05 09:56:49
"843","Sep 2019","10:56:59",8723,3506,70,1.38,11.57,2.34,1.48,0.15,0.03,0.02,2019-09-05 09:56:59
"844","Sep 2019","10:57:09",8733,3866,68,1.44,12.38,2.5,1.58,0.16,0.03,0.02,2019-09-05 09:57:09
"845","Sep 2019","10:57:19",8743,3982,66,1.44,12.38,2.5,1.58,0.16,0.03,0.02,2019-09-05 09:57:19
"846","Sep 2019","10:57:29",8753,4186,64,1.46,12.64,2.55,1.61,0.16,0.03,0.02,2019-09-05 09:57:29
"847","Sep 2019","10:57:39",8763,4186,64,1.46,12.64,2.55,1.61,0.16,0.03,0.02,2019-09-05 09:57:39
"848","Sep 2019","10:57:49",8773,13497,66,2.5,41.98,8.49,5.36,0.54,0.1,0.06,2019-09-05 09:57:49
"849","Sep 2019","10:57:59",8783,13497,66,2.5,41.98,8.49,5.36,0.54,0.1,0.06,2019-09-05 09:57:59
"850","Sep 2019","10:58:09",8793,12259,66,2.42,38.13,7.71,4.87,0.49,0.09,0.05,2019-09-05 09:58:09
"851","Sep 2019","10:58:19",8803,12259,66,2.42,38.13,7.71,4.87,0.49,0.09,0.05,2019-09-05 09:58:19
"852","Sep 2019","10:58:29",8813,12295,66,2.42,38.24,7.73,4.88,0.49,0.09,0.05,2019-09-05 09:58:29
"853","Sep 2019","10:58:39",8823,12295,66,2.42,38.24,7.73,4.88,0.49,0.09,0.05,2019-09-05 09:58:39
"854","Sep 2019","10:58:59",8843,11288,66,2.35,35.11,7.1,4.48,0.45,0.09,0.05,2019-09-05 09:58:59
"855","Sep 2019","10:59:09",8853,10959,68,2.35,35.11,7.1,4.48,0.46,0.09,0.05,2019-09-05 09:59:09
"856","Sep 2019","10:59:19",8863,10720,68,2.33,34.34,6.94,4.38,0.45,0.09,0.05,2019-09-05 09:59:19
"857","Sep 2019","10:59:29",8873,10720,68,2.33,34.34,6.94,4.38,0.45,0.09,0.05,2019-09-05 09:59:29
"858","Sep 2019","10:59:39",8883,12471,70,2.48,41.15,8.32,5.25,0.54,0.1,0.06,2019-09-05 09:59:39
"859","Sep 2019","10:59:49",8893,12108,72,2.48,41.15,8.32,5.25,0.55,0.11,0.06,2019-09-05 09:59:49
"860","Sep 2019","10:59:59",8903,11317,74,2.45,39.61,8.01,5.06,0.54,0.1,0.06,2019-09-05 09:59:59
"861","Sep 2019","11:00:09",8913,10987,77,2.45,39.61,8.01,5.06,0.55,0.1,0.06,2019-09-05 10:00:09
"862","Sep 2019","11:00:19",8923,9205,77,2.3,33.19,6.71,4.24,0.46,0.09,0.05,2019-09-05 10:00:19
"863","Sep 2019","11:00:29",8933,8937,79,2.3,33.19,6.71,4.24,0.47,0.09,0.06,2019-09-05 10:00:29
"864","Sep 2019","11:00:39",8943,8969,81,2.33,34.31,6.93,4.38,0.49,0.09,0.06,2019-09-05 10:00:39
"865","Sep 2019","11:00:49",8953,8708,84,2.33,34.31,6.93,4.38,0.49,0.09,0.06,2019-09-05 10:00:49
"866","Sep 2019","11:00:59",8963,9010,86,2.38,36.56,7.39,4.67,0.53,0.1,0.07,2019-09-05 10:00:59
"867","Sep 2019","11:01:09",8973,8747,89,2.38,36.56,7.39,4.67,0.53,0.1,0.07,2019-09-05 10:01:09
"868","Sep 2019","11:01:19",8983,8355,92,2.37,35.97,7.27,4.59,0.53,0.1,0.08,2019-09-05 10:01:19
"869","Sep 2019","11:01:29",8993,8160,94,2.37,35.97,7.27,4.59,0.53,0.1,0.08,2019-09-05 10:01:29
"870","Sep 2019","11:01:39",9003,8569,91,2.38,36.67,7.41,4.68,0.54,0.1,0.08,2019-09-05 10:01:39
"871","Sep 2019","11:01:50",9014,8653,90,2.38,36.67,7.41,4.68,0.54,0.1,0.08,2019-09-05 10:01:50
"872","Sep 2019","11:02:00",9024,7508,93,2.29,32.77,6.62,4.18,0.48,0.09,0.07,2019-09-05 10:02:00
"873","Sep 2019","11:02:10",9034,7289,96,2.29,32.77,6.62,4.18,0.49,0.09,0.07,2019-09-05 10:02:10
"874","Sep 2019","11:02:20",9044,7165,96,2.27,32.22,6.51,4.11,0.48,0.09,0.07,2019-09-05 10:02:20
"875","Sep 2019","11:02:30",9054,6956,99,2.27,32.22,6.51,4.11,0.48,0.09,0.08,2019-09-05 10:02:30
"876","Sep 2019","11:02:40",9064,7152,101,2.32,34.12,6.9,4.36,0.51,0.1,0.08,2019-09-05 10:02:40
"877","Sep 2019","11:02:50",9074,6944,105,2.32,34.12,6.9,4.36,0.51,0.1,0.09,2019-09-05 10:02:50
"878","Sep 2019","11:03:00",9084,6041,108,2.23,30.57,6.18,3.9,0.46,0.09,0.08,2019-09-05 10:03:00
"879","Sep 2019","11:03:10",9094,6041,108,2.23,30.57,6.18,3.9,0.46,0.09,0.08,2019-09-05 10:03:10
"880","Sep 2019","11:03:20",9104,6410,108,2.28,32.44,6.56,4.14,0.48,0.09,0.09,2019-09-05 10:03:20
"881","Sep 2019","11:03:30",9114,6602,105,2.28,32.44,6.56,4.14,0.48,0.09,0.08,2019-09-05 10:03:30
"882","Sep 2019","11:03:40",9124,7946,101,2.41,37.9,7.66,4.84,0.57,0.11,0.09,2019-09-05 10:03:40
"883","Sep 2019","11:03:50",9134,7715,105,2.41,37.9,7.66,4.84,0.57,0.11,0.1,2019-09-05 10:03:50
"884","Sep 2019","11:04:10",9154,7319,108,2.39,37.04,7.49,4.73,0.55,0.1,0.1,2019-09-05 10:04:10
"885","Sep 2019","11:04:20",9164,7539,105,2.39,37.04,7.49,4.73,0.55,0.1,0.1,2019-09-05 10:04:20
"886","Sep 2019","11:04:30",9174,7065,101,2.31,33.7,6.81,4.3,0.5,0.09,0.08,2019-09-05 10:04:30
"887","Sep 2019","11:04:40",9184,6868,104,2.31,33.7,6.81,4.3,0.5,0.09,0.09,2019-09-05 10:04:40
"888","Sep 2019","11:04:50",9194,7943,101,2.41,37.84,7.65,4.83,0.56,0.11,0.09,2019-09-05 10:04:50
"889","Sep 2019","11:05:00",9204,7711,104,2.41,37.84,7.65,4.83,0.56,0.11,0.1,2019-09-05 10:05:00
"890","Sep 2019","11:05:10",9214,7184,104,2.35,35.25,7.13,4.5,0.53,0.1,0.09,2019-09-05 10:05:10
"891","Sep 2019","11:05:20",9224,6975,108,2.35,35.25,7.13,4.5,0.53,0.1,0.1,2019-09-05 10:05:20
"892","Sep 2019","11:05:30",9234,6080,108,2.23,30.73,6.21,3.92,0.46,0.09,0.08,2019-09-05 10:05:30
"893","Sep 2019","11:05:40",9244,5903,111,2.23,30.73,6.21,3.92,0.46,0.09,0.09,2019-09-05 10:05:40
"894","Sep 2019","11:05:50",9254,5886,114,2.25,31.56,6.38,4.03,0.46,0.09,0.09,2019-09-05 10:05:50
"895","Sep 2019","11:06:00",9264,5714,118,2.25,31.56,6.38,4.03,0.46,0.09,0.1,2019-09-05 10:06:00
"896","Sep 2019","11:06:10",9274,6491,114,2.34,34.8,7.03,4.44,0.51,0.1,0.1,2019-09-05 10:06:10
"897","Sep 2019","11:06:20",9284,6302,118,2.34,34.8,7.03,4.44,0.51,0.1,0.11,2019-09-05 10:06:20
"898","Sep 2019","11:06:30",9294,6141,121,2.34,34.93,7.06,4.46,0.5,0.1,0.12,2019-09-05 10:06:30
"899","Sep 2019","11:06:40",9304,5962,125,2.34,34.93,7.06,4.46,0.5,0.09,0.12,2019-09-05 10:06:40
"900","Sep 2019","11:06:50",9314,4953,125,2.18,29.02,5.87,3.7,0.41,0.08,0.1,2019-09-05 10:06:50
"901","Sep 2019","11:07:01",9325,4808,128,2.18,29.02,5.87,3.7,0.4,0.08,0.11,2019-09-05 10:07:01
"902","Sep 2019","11:07:11",9335,5596,125,2.29,32.79,6.63,4.19,0.46,0.09,0.11,2019-09-05 10:07:11
"903","Sep 2019","11:07:21",9345,5596,125,2.29,32.79,6.63,4.19,0.46,0.09,0.11,2019-09-05 10:07:21
"904","Sep 2019","11:07:31",9355,5963,128,2.37,35.99,7.27,4.59,0.5,0.1,0.13,2019-09-05 10:07:31
"905","Sep 2019","11:07:41",9365,6142,125,2.37,35.99,7.27,4.59,0.51,0.1,0.12,2019-09-05 10:07:41
"906","Sep 2019","11:07:51",9375,4681,128,2.16,28.25,5.71,3.61,0.39,0.08,0.1,2019-09-05 10:07:51
"907","Sep 2019","11:08:01",9385,4681,128,2.16,28.25,5.71,3.61,0.39,0.08,0.1,2019-09-05 10:08:01
"908","Sep 2019","11:08:11",9395,4525,128,2.13,27.31,5.52,3.49,0.38,0.07,0.1,2019-09-05 10:08:11
"909","Sep 2019","11:08:21",9405,4393,132,2.13,27.31,5.52,3.49,0.37,0.07,0.1,2019-09-05 10:08:21
"910","Sep 2019","11:08:31",9415,5388,128,2.28,32.52,6.57,4.15,0.45,0.09,0.12,2019-09-05 10:08:31
"911","Sep 2019","11:08:41",9425,5550,125,2.28,32.52,6.57,4.15,0.46,0.09,0.11,2019-09-05 10:08:41
"912","Sep 2019","11:08:51",9435,2248,128,1.52,13.57,2.74,1.73,0.19,0.04,0.05,2019-09-05 10:08:51
"913","Sep 2019","11:09:01",9445,2315,125,1.52,13.57,2.74,1.73,0.19,0.04,0.05,2019-09-05 10:09:01
"914","Sep 2019","11:09:21",9465,1282,125,1.01,7.51,1.52,0.96,0.11,0.02,0.03,2019-09-05 10:09:21
"915","Sep 2019","11:09:31",9475,1282,125,1.01,7.51,1.52,0.96,0.11,0.02,0.03,2019-09-05 10:09:31
"916","Sep 2019","11:09:41",9485,1615,121,1.18,9.19,1.86,1.17,0.13,0.03,0.03,2019-09-05 10:09:41
"917","Sep 2019","11:09:51",9495,1664,118,1.18,9.19,1.86,1.17,0.13,0.03,0.03,2019-09-05 10:09:51
"918","Sep 2019","11:10:01",9505,1734,114,1.19,9.3,1.88,1.19,0.14,0.03,0.03,2019-09-05 10:10:01
"919","Sep 2019","11:10:11",9515,1786,111,1.19,9.3,1.88,1.19,0.14,0.03,0.03,2019-09-05 10:10:11
"920","Sep 2019","11:10:21",9525,2207,108,1.35,11.15,2.25,1.42,0.17,0.03,0.03,2019-09-05 10:10:21
"921","Sep 2019","11:10:31",9535,2273,104,1.35,11.15,2.25,1.42,0.17,0.03,0.03,2019-09-05 10:10:31
"922","Sep 2019","11:10:41",9545,1999,101,1.21,9.52,1.93,1.22,0.14,0.03,0.02,2019-09-05 10:10:41
"923","Sep 2019","11:10:51",9555,2059,98,1.21,9.52,1.93,1.22,0.14,0.03,0.02,2019-09-05 10:10:51
"924","Sep 2019","11:11:01",9565,1936,96,1.13,8.69,1.76,1.11,0.13,0.02,0.02,2019-09-05 10:11:01
"925","Sep 2019","11:11:11",9575,1994,93,1.13,8.69,1.76,1.11,0.13,0.02,0.02,2019-09-05 10:11:11
"926","Sep 2019","11:11:21",9585,568,93,0.04,2.48,0.5,0.32,0.04,0.01,0.01,2019-09-05 10:11:21
"927","Sep 2019","11:11:31",9595,568,93,0.04,2.48,0.5,0.32,0.04,0.01,0.01,2019-09-05 10:11:31
"928","Sep 2019","11:11:41",9605,531,93,0.01,2.32,0.47,0.3,0.03,0.01,0,2019-09-05 10:11:41
"929","Sep 2019","11:11:51",9615,531,93,0.01,2.32,0.47,0.3,0.03,0.01,0,2019-09-05 10:11:51
"930","Sep 2019","11:12:01",9625,550,93,0.02,2.4,0.48,0.31,0.04,0.01,0.01,2019-09-05 10:12:01
"931","Sep 2019","11:12:11",9635,550,93,0.02,2.4,0.48,0.31,0.04,0.01,0.01,2019-09-05 10:12:11
"932","Sep 2019","11:12:21",9645,367,93,0.01,1.6,0.32,0.2,0.02,0,0,2019-09-05 10:12:21
"933","Sep 2019","11:12:31",9655,367,93,0.01,1.6,0.32,0.2,0.02,0,0,2019-09-05 10:12:31
"934","Sep 2019","11:12:41",9665,293,93,0.01,1.28,0.26,0.16,0.02,0,0,2019-09-05 10:12:41
"935","Sep 2019","11:12:51",9675,293,93,0.01,1.28,0.26,0.16,0.02,0,0,2019-09-05 10:12:51
"936","Sep 2019","11:13:01",9685,411,93,0.01,1.79,0.36,0.23,0.03,0,0,2019-09-05 10:13:01
"937","Sep 2019","11:13:11",9695,411,93,0.01,1.79,0.36,0.23,0.03,0,0,2019-09-05 10:13:11
"938","Sep 2019","11:13:21",9705,103,93,0.01,0.45,0.09,0.06,0.01,0,0,2019-09-05 10:13:21
"939","Sep 2019","11:13:31",9715,103,93,0.01,0.45,0.09,0.06,0.01,0,0,2019-09-05 10:13:31
"940","Sep 2019","11:13:41",9725,8085,96,2.38,36.31,7.34,4.63,0.54,0.1,0.08,2019-09-05 10:13:41
"941","Sep 2019","11:13:51",9735,8327,93,2.38,36.31,7.34,4.63,0.54,0.1,0.08,2019-09-05 10:13:51
"942","Sep 2019","11:14:01",9745,6722,96,2.22,30.19,6.1,3.85,0.45,0.08,0.07,2019-09-05 10:14:01
"943","Sep 2019","11:14:11",9755,6526,98,2.22,30.19,6.1,3.85,0.45,0.08,0.07,2019-09-05 10:14:11
"944","Sep 2019","11:14:22",9766,7225,100,2.32,34.07,6.89,4.35,0.51,0.1,0.08,2019-09-05 10:14:22
"945","Sep 2019","11:14:32",9776,7015,103,2.32,34.07,6.89,4.35,0.51,0.1,0.09,2019-09-05 10:14:32
"946","Sep 2019","11:14:52",9796,6692,106,2.31,33.48,6.77,4.27,0.5,0.09,0.09,2019-09-05 10:14:52
"947","Sep 2019","11:15:02",9806,6692,106,2.31,33.48,6.77,4.27,0.5,0.09,0.09,2019-09-05 10:15:02
"948","Sep 2019","11:15:12",9816,7362,110,2.41,37.94,7.67,4.84,0.56,0.11,0.11,2019-09-05 10:15:12
"949","Sep 2019","11:15:22",9826,7148,113,2.41,37.94,7.67,4.84,0.56,0.11,0.11,2019-09-05 10:15:22
"950","Sep 2019","11:15:32",9836,5901,113,2.25,31.32,6.33,4,0.46,0.09,0.09,2019-09-05 10:15:32
"951","Sep 2019","11:15:42",9846,5730,116,2.25,31.32,6.33,4,0.46,0.09,0.1,2019-09-05 10:15:42
"952","Sep 2019","11:15:52",9856,5882,119,2.29,32.84,6.64,4.19,0.48,0.09,0.1,2019-09-05 10:15:52
"953","Sep 2019","11:16:02",9866,5711,122,2.29,32.84,6.64,4.19,0.47,0.09,0.11,2019-09-05 10:16:02
"954","Sep 2019","11:16:12",9876,5155,122,2.2,29.64,5.99,3.78,0.42,0.08,0.1,2019-09-05 10:16:12
"955","Sep 2019","11:16:22",9886,5005,126,2.2,29.64,5.99,3.78,0.42,0.08,0.1,2019-09-05 10:16:22
"956","Sep 2019","11:16:32",9896,4025,126,2.01,23.84,4.82,3.04,0.34,0.06,0.08,2019-09-05 10:16:32
"957","Sep 2019","11:16:42",9906,4146,122,2.01,23.84,4.82,3.04,0.34,0.07,0.08,2019-09-05 10:16:42
"958","Sep 2019","11:16:52",9916,1487,122,1.12,8.55,1.73,1.09,0.12,0.02,0.03,2019-09-05 10:16:52
"959","Sep 2019","11:17:02",9926,1531,119,1.12,8.55,1.73,1.09,0.12,0.02,0.03,2019-09-05 10:17:02
"960","Sep 2019","11:17:12",9936,1196,119,0.91,6.68,1.35,0.85,0.1,0.02,0.02,2019-09-05 10:17:12
"961","Sep 2019","11:17:22",9946,1196,119,0.91,6.68,1.35,0.85,0.1,0.02,0.02,2019-09-05 10:17:22
"962","Sep 2019","11:17:32",9956,1145,119,0.87,6.39,1.29,0.82,0.09,0.02,0.02,2019-09-05 10:17:32
"963","Sep 2019","11:17:42",9966,1145,119,0.87,6.39,1.29,0.82,0.09,0.02,0.02,2019-09-05 10:17:42
"964","Sep 2019","11:17:52",9976,1133,119,0.86,6.33,1.28,0.81,0.09,0.02,0.02,2019-09-05 10:17:52
"965","Sep 2019","11:18:02",9986,1133,119,0.86,6.33,1.28,0.81,0.09,0.02,0.02,2019-09-05 10:18:02
"966","Sep 2019","11:18:12",9996,1325,119,0.99,7.4,1.5,0.94,0.11,0.02,0.02,2019-09-05 10:18:12
"967","Sep 2019","11:18:22",10006,1325,119,0.99,7.4,1.5,0.94,0.11,0.02,0.02,2019-09-05 10:18:22
"968","Sep 2019","11:18:32",10016,11569,115,2.85,62.71,12.67,8,0.92,0.17,0.19,2019-09-05 10:18:32
"969","Sep 2019","11:18:42",10026,11916,112,2.85,62.71,12.67,8,0.93,0.18,0.18,2019-09-05 10:18:42
"970","Sep 2019","11:18:52",10036,6666,115,2.37,36.13,7.3,4.61,0.53,0.1,0.11,2019-09-05 10:18:52
"971","Sep 2019","11:19:02",10046,6866,112,2.37,36.13,7.3,4.61,0.53,0.1,0.1,2019-09-05 10:19:02
"972","Sep 2019","11:19:12",10056,3763,109,1.82,19.22,3.89,2.45,0.29,0.05,0.05,2019-09-05 10:19:12
"973","Sep 2019","11:19:22",10066,3763,109,1.82,19.22,3.89,2.45,0.29,0.05,0.05,2019-09-05 10:19:22
"974","Sep 2019","11:19:32",10076,5786,109,2.2,29.56,5.98,3.77,0.44,0.08,0.08,2019-09-05 10:19:32
"975","Sep 2019","11:19:42",10086,5746,109,2.2,29.56,5.98,3.77,0.44,0.08,0.08,2019-09-05 10:19:42
"976","Sep 2019","11:19:52",10096,9268,106,2.59,46.29,9.36,5.91,0.69,0.13,0.12,2019-09-05 10:19:52
"977","Sep 2019","11:20:02",10106,9268,106,2.59,46.29,9.36,5.91,0.69,0.13,0.12,2019-09-05 10:20:02
"978","Sep 2019","11:20:22",10126,3890,106,1.83,19.43,3.93,2.48,0.29,0.05,0.05,2019-09-05 10:20:22
"979","Sep 2019","11:20:33",10137,4007,103,1.83,19.43,3.93,2.48,0.29,0.05,0.05,2019-09-05 10:20:33
"980","Sep 2019","11:20:43",10147,3482,100,1.69,16.4,3.31,2.09,0.24,0.05,0.04,2019-09-05 10:20:43
"981","Sep 2019","11:20:53",10157,3482,100,1.69,16.4,3.31,2.09,0.24,0.05,0.04,2019-09-05 10:20:53
"982","Sep 2019","11:21:03",10167,6663,103,2.27,32.31,6.53,4.12,0.48,0.09,0.08,2019-09-05 10:21:03
"983","Sep 2019","11:21:13",10177,6469,106,2.27,32.31,6.53,4.12,0.48,0.09,0.09,2019-09-05 10:21:13
"984","Sep 2019","11:21:23",10187,10969,103,2.71,53.2,10.75,6.79,0.79,0.15,0.13,2019-09-05 10:21:23
"985","Sep 2019","11:21:33",10197,10650,106,2.71,53.2,10.75,6.79,0.79,0.15,0.14,2019-09-05 10:21:33
"986","Sep 2019","11:21:43",10207,10908,109,2.75,56.12,11.34,7.16,0.83,0.16,0.16,2019-09-05 10:21:43
"987","Sep 2019","11:21:53",10217,11235,106,2.75,56.12,11.34,7.16,0.84,0.16,0.15,2019-09-05 10:21:53
"988","Sep 2019","11:22:03",10227,3909,106,1.84,19.53,3.95,2.49,0.29,0.05,0.05,2019-09-05 10:22:03
"989","Sep 2019","11:22:13",10237,4027,103,1.84,19.53,3.95,2.49,0.29,0.05,0.05,2019-09-05 10:22:13
"990","Sep 2019","11:22:23",10247,4382,100,1.88,20.63,4.17,2.63,0.31,0.06,0.05,2019-09-05 10:22:23
"991","Sep 2019","11:22:33",10257,4382,100,1.88,20.63,4.17,2.63,0.31,0.06,0.05,2019-09-05 10:22:33
"992","Sep 2019","11:22:43",10267,7311,100,2.33,34.42,6.96,4.39,0.51,0.1,0.08,2019-09-05 10:22:43
"993","Sep 2019","11:22:53",10277,7098,103,2.33,34.42,6.96,4.39,0.51,0.1,0.09,2019-09-05 10:22:53
"994","Sep 2019","11:23:03",10287,9941,100,2.6,46.81,9.46,5.98,0.7,0.13,0.11,2019-09-05 10:23:03
"995","Sep 2019","11:23:13",10297,10239,97,2.6,46.81,9.46,5.98,0.7,0.13,0.11,2019-09-05 10:23:13
"996","Sep 2019","11:23:23",10307,4069,97,1.79,18.6,3.76,2.37,0.28,0.05,0.04,2019-09-05 10:23:23
"997","Sep 2019","11:23:33",10317,4191,94,1.79,18.6,3.76,2.37,0.28,0.05,0.04,2019-09-05 10:23:33
"998","Sep 2019","11:23:43",10327,3138,92,1.52,13.52,2.73,1.73,0.2,0.04,0.03,2019-09-05 10:23:43
"999","Sep 2019","11:23:53",10337,3138,92,1.52,13.52,2.73,1.73,0.2,0.04,0.03,2019-09-05 10:23:53
"1000","Sep 2019","11:24:03",10347,8742,94,2.43,38.8,7.84,4.95,0.57,0.11,0.09,2019-09-05 10:24:03
"1001","Sep 2019","11:24:13",10357,8488,97,2.43,38.8,7.84,4.95,0.58,0.11,0.09,2019-09-05 10:24:13
"1002","Sep 2019","11:24:23",10367,8373,100,2.45,39.42,7.97,5.03,0.59,0.11,0.1,2019-09-05 10:24:23
"1003","Sep 2019","11:24:33",10377,8373,100,2.45,39.42,7.97,5.03,0.59,0.11,0.1,2019-09-05 10:24:33
"1004","Sep 2019","11:24:43",10387,9546,103,2.59,46.29,9.36,5.91,0.69,0.13,0.12,2019-09-05 10:24:43
"1005","Sep 2019","11:24:53",10397,9832,100,2.59,46.29,9.36,5.91,0.69,0.13,0.11,2019-09-05 10:24:53
"1006","Sep 2019","11:25:03",10407,3275,103,1.66,15.88,3.21,2.03,0.24,0.04,0.04,2019-09-05 10:25:03
"1007","Sep 2019","11:25:13",10417,3374,100,1.66,15.88,3.21,2.03,0.24,0.04,0.04,2019-09-05 10:25:13
"1008","Sep 2019","11:25:33",10437,9390,97,2.52,42.92,8.68,5.48,0.64,0.12,0.1,2019-09-05 10:25:33
"1009","Sep 2019","11:25:43",10447,9671,94,2.52,42.92,8.68,5.48,0.64,0.12,0.09,2019-09-05 10:25:43
"1010","Sep 2019","11:25:53",10457,10377,92,2.56,44.71,9.04,5.71,0.66,0.12,0.09,2019-09-05 10:25:53
"1011","Sep 2019","11:26:04",10468,10377,92,2.56,44.71,9.04,5.71,0.66,0.12,0.09,2019-09-05 10:26:04
"1012","Sep 2019","11:26:14",10478,12966,94,2.78,57.54,11.63,7.35,0.85,0.16,0.13,2019-09-05 10:26:14
"1013","Sep 2019","11:26:24",10488,13355,92,2.78,57.54,11.63,7.35,0.85,0.16,0.12,2019-09-05 10:26:24
"1014","Sep 2019","11:26:34",10498,4045,89,1.71,16.92,3.42,2.16,0.25,0.05,0.03,2019-09-05 10:26:34
"1015","Sep 2019","11:26:44",10508,4167,86,1.71,16.92,3.42,2.16,0.25,0.05,0.03,2019-09-05 10:26:44
"1016","Sep 2019","11:26:54",10518,991,86,0.47,4.03,0.81,0.51,0.06,0.01,0.01,2019-09-05 10:26:54
"1017","Sep 2019","11:27:04",10528,991,86,0.47,4.03,0.81,0.51,0.06,0.01,0.01,2019-09-05 10:27:04
"1018","Sep 2019","11:27:14",10538,401,86,0.01,1.63,0.33,0.21,0.02,0,0,2019-09-05 10:27:14
"1019","Sep 2019","11:27:24",10548,401,86,0.01,1.63,0.33,0.21,0.02,0,0,2019-09-05 10:27:24
"1020","Sep 2019","11:27:34",10558,271,86,0.01,1.1,0.22,0.14,0.02,0,0,2019-09-05 10:27:34
"1021","Sep 2019","11:27:44",10568,271,86,0.01,1.1,0.22,0.14,0.02,0,0,2019-09-05 10:27:44
"1022","Sep 2019","11:27:54",10578,1188,86,0.62,4.83,0.98,0.62,0.07,0.01,0.01,2019-09-05 10:27:54
"1023","Sep 2019","11:28:04",10588,1188,86,0.62,4.83,0.98,0.62,0.07,0.01,0.01,2019-09-05 10:28:04
"1024","Sep 2019","11:28:14",10598,4324,84,1.72,17.05,3.45,2.18,0.24,0.05,0.03,2019-09-05 10:28:14
"1025","Sep 2019","11:28:24",10608,4454,81,1.72,17.05,3.45,2.18,0.24,0.05,0.03,2019-09-05 10:28:24
"1026","Sep 2019","11:28:34",10618,4858,79,1.77,18.06,3.65,2.31,0.25,0.05,0.03,2019-09-05 10:28:34
"1027","Sep 2019","11:28:44",10628,4717,81,1.77,18.06,3.65,2.31,0.26,0.05,0.03,2019-09-05 10:28:44
"1028","Sep 2019","11:28:54",10638,6965,79,2.08,25.89,5.23,3.3,0.36,0.07,0.04,2019-09-05 10:28:54
"1029","Sep 2019","11:29:04",10648,7174,77,2.08,25.89,5.23,3.3,0.36,0.07,0.04,2019-09-05 10:29:04
"1030","Sep 2019","11:29:14",10658,7430,75,2.09,26.03,5.26,3.32,0.36,0.07,0.04,2019-09-05 10:29:14
"1031","Sep 2019","11:29:24",10668,7214,77,2.09,26.03,5.26,3.32,0.36,0.07,0.04,2019-09-05 10:29:24
"1032","Sep 2019","11:29:34",10678,7809,75,2.13,27.36,5.53,3.49,0.37,0.07,0.04,2019-09-05 10:29:34
"1033","Sep 2019","11:29:44",10688,8043,72,2.13,27.36,5.53,3.49,0.37,0.07,0.04,2019-09-05 10:29:44
